No,label,dipped,logged,easting,northing,lat,long,Revised aquifers,CHARACTER,FLOW_MECHA,Elevation of station,state,data amount,mean_depth,max_depth,min_depth,first year,last year,total year,cover year,classification,ts_slope (cm/year),pw_R2,windows,start year,end year,regions,5km circle,Irrigation intensity,LTA_PR
3286,Lin Can Moss D,http://environment.data.gov.uk/hydrology/id/measures/6201e3d4-1df5-482a-8073-22fa1cd56996_2221GW-gw-dipped-i-mAOD-qualified,,337425,321095,52.783779,-2.929207,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,78.87600708,qualified,111,0.248304377,1.04600708,-1.03899292,10/1/1987,10/1/2021,35,19,Sudden upward change,-6.277777778,0.841887578,14,10/1/1993,10/1/2006,Midlands,62.99414751,251,0.7247145
3287,Windyoak 3,http://environment.data.gov.uk/hydrology/id/measures/44482eb1-e288-409a-a497-5d7842aaf23e_2176GW-gw-dipped-i-mAOD-qualified,,361035,322675,52.800207,-2.579366,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,71.99290466,qualified,347,5.003942124,6.20290466,3.85290466,10/1/1983,10/1/2022,40,39,No trend,0.567901235,0.035023533,40,10/1/1983,10/1/2022,Midlands,74.07116408,1001,0.46240201
3288,Windyoak 4,http://environment.data.gov.uk/hydrology/id/measures/44482eb1-e288-409a-a497-5d7842aaf23e_2175GW-gw-dipped-i-mAOD-qualified,,360995,322395,52.797687,-2.579925,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,72.63302612,qualified,302,4.173787709,5.88302612,0.21302612,10/1/1983,10/1/2018,36,33,Slow increasing,-10.26113171,0.479811063,28,10/1/1991,10/1/2018,Midlands,74.83468938,1001,0.376434079
3289,Windyoak 1,http://environment.data.gov.uk/hydrology/id/measures/44482eb1-e288-409a-a497-5d7842aaf23e_2178GW-gw-dipped-i-mAOD-qualified,,360955,323155,52.804516,-2.58061,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,68.59770203,qualified,249,1.873163877,2.68770203,-0.20229797,10/1/1983,10/1/2015,33,30,No trend,-0.367424242,0.830145535,2,10/1/2011,10/1/2012,Midlands,72.68761882,1001,0.228916203
3290,Bicton 3,http://environment.data.gov.uk/hydrology/id/measures/fe5cae55-9aed-48e9-8f95-49fe4a23815f_SY08G153-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/fe5cae55-9aed-48e9-8f95-49fe4a23815f_SY08G153-gw-logged-i-subdaily-mAOD-qualified,306612,85454,50.661243,-3.322631,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,35.59071732,qualified,7938,6.330488103,8.06071732,3.31852982,10/1/1998,10/1/2021,24,24,No trend,-0.178461594,0.193859005,2,10/1/2002,10/1/2003,South West,331.0601607,51,0.868645329
3291,Bicton 1,http://environment.data.gov.uk/hydrology/id/measures/fe5cae55-9aed-48e9-8f95-49fe4a23815f_SY08G149-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/fe5cae55-9aed-48e9-8f95-49fe4a23815f_SY08G149-gw-logged-i-subdaily-mAOD-qualified,307767,86052,50.666804,-3.306444,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,22.81185913,qualified,13196,13.01533601,13.87394246,11.68810913,10/1/1980,10/1/2021,42,42,No trend,0.006760044,0.23593797,4,10/1/1980,10/1/1983,South West,266.7455519,51,0.743923967
3292,Cat and Kittens Lane,http://environment.data.gov.uk/hydrology/id/measures/44233755-cebe-4bdc-bc54-2c7eaa0da285_1050GW-gw-dipped-i-mAOD-qualified,,392285,305005,52.64272,-2.115445,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,110.6417542,qualified,454,6.764617636,8.2117542,4.9517542,10/1/1983,10/1/2022,40,39,Slow increasing,-5.123278237,0.560967603,33,10/1/1990,10/1/2022,Midlands,1259.669565,251,0.400183021
3293,Stanmore Lower,http://environment.data.gov.uk/hydrology/id/measures/0360fe9d-8c94-40ea-9f71-e3c59ede38fa_0509GW-gw-dipped-i-mAOD-qualified,,374605,293205,52.5361,-2.375819,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,68.36278534,same coordinate,399,24.26997832,25.95278534,22.23278534,10/1/1983,10/1/2022 0:00,40,36,,,,,,,,,,
3294,Stanmore Upper,http://environment.data.gov.uk/hydrology/id/measures/0360fe9d-8c94-40ea-9f71-e3c59ede38fa_0508GW-gw-dipped-i-mAOD-qualified,,374605,293205,52.5361,-2.375819,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,68.36278534,same coordinate,399,19.19333672,21.63278534,16.33278534,10/1/1983,10/1/2021 0:00,39,36,,,,,,,,,,
3295,Lissett Bottom,http://environment.data.gov.uk/hydrology/id/measures/29b81fbe-364b-43d3-95f1-c70acf96e001_TA15LSM0CC-gw-dipped-i-mAOD-qualified,,515313,457703,54.002474,-0.242172,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.094531059,qualified,334,4.920968185,6.144531059,3.764531059,10/1/1995,10/1/2023,29,29,Slow increasing,-3.150613276,0.412260636,29,10/1/1995,10/1/2023,North East,41.71344979,51,0.324273543
3296,Lissett Top,http://environment.data.gov.uk/hydrology/id/measures/29b81fbe-364b-43d3-95f1-c70acf96e001_TA15LSM1CC-gw-dipped-i-mAOD-qualified,,515295,457693,54.002388,-0.24245,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,7.234843731,qualified,336,5.065498493,6.284843731,3.904843731,10/1/1995,10/1/2023,29,29,Slow increasing,-3.189393939,0.656708849,12,10/1/1996,10/1/2007,North East,41.73595456,51,0.324273543
3297,Kirk Hammerton Middle,http://environment.data.gov.uk/hydrology/id/measures/27489544-041a-4234-87d0-2e5ee847c821_SE45KHS2SS-gw-dipped-i-mAOD-qualified,,447081,455555,53.993883,-1.283352,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,17.62065125,same coordinate,323,3.57188964,4.39065125,2.09065125,10/1/1995,10/1/2023 0:00,29,29,,,,,,,,,,
3298,Kirk Hammerton Bottom,http://environment.data.gov.uk/hydrology/id/measures/27489544-041a-4234-87d0-2e5ee847c821_SE45KHS3SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/27489544-041a-4234-87d0-2e5ee847c821_SE45KHS3SS-gw-logged-i-subdaily-mAOD-qualified,447081,455555,53.993883,-1.283352,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,17.62065125,same coordinate,11294,3.515411791,4.66065125,2.002192917,10/1/1989,10/1/2023 0:00,35,34,,,,,,,,,,
3299,Kirk Hammerton Top,http://environment.data.gov.uk/hydrology/id/measures/27489544-041a-4234-87d0-2e5ee847c821_SE45KHS1SS-gw-dipped-i-mAOD-qualified,,447081,455555,53.993883,-1.283352,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,17.62065125,same coordinate,325,3.721405096,4.71065125,2.13765125,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3300,Newlands,http://environment.data.gov.uk/hydrology/id/measures/6005ec46-58da-4d08-b129-7e300a0d1a24_SE62NLS0RD-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6005ec46-58da-4d08-b129-7e300a0d1a24_SE62NLS0RD-gw-logged-i-subdaily-mAOD-qualified,468748,424613,53.713404,-0.959831,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,2.562335968,same coordinate,7657,-1.010630848,-0.250904538,-1.773976532,10/1/1991,10/1/2023 0:00,33,33,,,,,,,,,,
3301,Newlands Sandstone,http://environment.data.gov.uk/hydrology/id/measures/6005ec46-58da-4d08-b129-7e300a0d1a24_SE62NLS0SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/6005ec46-58da-4d08-b129-7e300a0d1a24_SE62NLS0SS-gw-logged-i-subdaily-mAOD-qualified,468748,424613,53.713404,-0.959831,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,2.562335968,same coordinate,7649,4.530046761,5.250273468,3.368585968,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3302,Red House Lane Drift,http://environment.data.gov.uk/hydrology/id/measures/22db2652-3a75-46a4-878e-8303e2f7e033_SE55RHL0RD-gw-dipped-i-mAOD-qualified,,452103,455983,53.997249,-1.206686,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,14.87154293,same coordinate,431,1.386832953,2.80154293,0.14154293,10/1/1985,10/1/2023 0:00,39,39,,,,,,,,,,
3303,Red House Lane Sandstone,http://environment.data.gov.uk/hydrology/id/measures/22db2652-3a75-46a4-878e-8303e2f7e033_SE55RHL0SS-gw-dipped-i-mAOD-qualified,,452103,455983,53.997249,-1.206686,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,14.87154293,same coordinate,451,5.804425413,6.66154293,4.63154293,10/1/1984,10/1/2023 0:00,40,40,,,,,,,,,,
3304,Tunstall 2,http://environment.data.gov.uk/hydrology/id/measures/4c32d389-eac8-440a-b29e-6665027d8483_2147GW-gw-dipped-i-mAOD-qualified,,363795,326735,52.836895,-2.538882,Unallocated to aquifers,Highly productive aquifer,Significant intergranular flow,59.15135574,qualified,289,0.691736363,1.40135574,-0.19864426,10/1/1982,10/1/2021,40,40,No trend,0.22034632,0.157105725,3,10/1/2008,10/1/2010,Midlands,68.19994147,1001,0.598323554
3305,Tunstall 3,http://environment.data.gov.uk/hydrology/id/measures/4c32d389-eac8-440a-b29e-6665027d8483_2155GW-gw-dipped-i-mAOD-qualified,,363865,326425,52.834113,-2.537809,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,58.44448853,negative groundwater depth,234,-7.997819162,-7.28551147,-8.84551147,10/1/1982,10/1/2021 0:00,40,31,,,,,,,,,,
3306,Tunstall 1,http://environment.data.gov.uk/hydrology/id/measures/4c32d389-eac8-440a-b29e-6665027d8483_2143GW-gw-dipped-i-mAOD-qualified,,363595,326475,52.834544,-2.541822,Permian Sandstone,Highly productive aquifer,Significant intergranular flow,62.30144119,qualified,266,0.689561491,1.62144119,-0.13855881,10/1/1982,10/1/2020,39,38,Slow increasing,-3.294444444,0.728551036,23,10/1/1991,10/1/2013,Midlands,68.48921591,1001,0.598323554
3307,Sherburn Limestone,http://environment.data.gov.uk/hydrology/id/measures/45bcd1d4-2097-4df2-817d-03ee83eafdc3_SE53SST0ML-gw-dipped-i-mAOD-qualified,,452770,433241,53.792801,-1.200422,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,7.006261826,same coordinate,360,-3.36394373,-2.023738174,-4.983738174,10/1/1990,10/1/2023 0:00,34,34,,,,,,,,,,
3308,Sherburn,http://environment.data.gov.uk/hydrology/id/measures/45bcd1d4-2097-4df2-817d-03ee83eafdc3_SE53SST0SS-gw-dipped-i-mAOD-qualified,,452770,433241,53.792801,-1.200422,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,7.006261826,same coordinate,391,0.771492005,1.766261826,-0.103738174,10/1/1989,10/1/2023 0:00,35,35,,,,,,,,,,
3309,Lower Frankton,http://environment.data.gov.uk/hydrology/id/measures/5d6dabeb-f76e-4e0e-ba27-0539c381a134_2021GW-gw-dipped-i-mAOD-qualified,,336675,331265,52.875101,-2.942302,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,79.98073578,qualified,292,1.204194684,1.81073578,0.00073578,10/1/1978,10/1/2019,42,40,No trend,-1.167546296,0.529131016,3,10/1/2004,10/1/2006,Midlands,72.5532692,1001,0.540214803
3310,Lower Frankton 31,http://environment.data.gov.uk/hydrology/id/measures/5d6dabeb-f76e-4e0e-ba27-0539c381a134_2020GW-gw-dipped-i-mAOD-qualified,,336685,331265,52.875102,-2.942154,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,80.45648956,qualified,321,1.226178034,1.89648956,0.27648956,10/1/1978,10/1/2021,44,44,No trend,0.186057692,0.047843236,15,10/1/2007,10/1/2021,Midlands,72.54065689,1001,0.540214803
3311,Moor Monkton Bottom,http://environment.data.gov.uk/hydrology/id/measures/99411a51-ad71-4a2e-8876-df435a1d7ac7_SE55MMP2SS-gw-dipped-i-mAOD-qualified,,452558,457436,54.01026,-1.199495,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,12.50085545,same coordinate,333,4.573260855,5.62085545,2.91085545,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3312,Moor Monkton,http://environment.data.gov.uk/hydrology/id/measures/99411a51-ad71-4a2e-8876-df435a1d7ac7_SE55MMP0RD-gw-dipped-i-mAOD-qualified,,452558,452558,53.966423,-1.200335,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,14.23112106,qualified,439,2.836428577,3.48112106,2.21112106,10/1/1985,10/1/2023,39,39,No trend,-0.401041667,0.204370516,39,10/1/1985,10/1/2023,North East,267.6717729,251,0.31523925
3313,Moor Monkton Top,http://environment.data.gov.uk/hydrology/id/measures/99411a51-ad71-4a2e-8876-df435a1d7ac7_SE55MMP1SS-gw-dipped-i-mAOD-qualified,,452558,457436,54.01026,-1.199495,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,12.50085545,same coordinate,332,4.610719908,5.76085545,2.98585545,10/1/1994,10/1/2023 0:00,30,30,,,,,,,,,,
3314,Bracey Bridge,http://environment.data.gov.uk/hydrology/id/measures/2d866667-aa0c-4965-a045-5316df28cf9b_TA06BB04CC-gw-dipped-i-mAOD-qualified,,507758,462193,54.044441,-0.355793,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,17.01796913,negative groundwater depth,582,-0.425140836,1.58796913,-2.88203087,10/1/1978,10/1/2023 0:00,46,44,,,,,,,,,,
3315,Bracey Bridge Drift,http://environment.data.gov.uk/hydrology/id/measures/2d866667-aa0c-4965-a045-5316df28cf9b_TA06BBD0RD-gw-dipped-i-mAOD-qualified,,507701,462199,54.044507,-0.356661,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,16.68035126,qualified,567,0.524778068,0.95035126,0.10035126,10/1/1978,10/1/2023,46,44,No trend,-0.09047872,0.137049987,33,10/1/1991,10/1/2023,North East,53.20840302,51,0.198264904
3316,Cowick Wood Bottom,http://environment.data.gov.uk/hydrology/id/measures/976ac502-0a3a-4691-9bd6-6a2a210918c3_SE62CWT0SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/976ac502-0a3a-4691-9bd6-6a2a210918c3_SE62CWT0SS-gw-logged-i-subdaily-mAOD-qualified,465718,421599,53.686707,-1.006371,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,7.976234436,same coordinate,9150,39.89351956,42.7511511,32.22848444,10/1/1993,10/1/2023 0:00,31,31,,,,,,,,,,
3317,Cowick Wood Top,http://environment.data.gov.uk/hydrology/id/measures/976ac502-0a3a-4691-9bd6-6a2a210918c3_SE62CWT1SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/976ac502-0a3a-4691-9bd6-6a2a210918c3_SE62CWT1SS-gw-logged-i-subdaily-mAOD-qualified,465718,421599,53.686707,-1.006371,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,7.976234436,same coordinate,9484,27.0197236,29.7049011,21.7459011,10/1/1993,10/1/2023 0:00,31,31,,,,,,,,,,
3318,North End Stream,http://environment.data.gov.uk/hydrology/id/measures/039cc482-c917-4774-adc5-1e57afd15638_TA05NES0CC-gw-dipped-i-mAOD-qualified,,502245,458248,54.01012,-0.441278,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,17.31167984,qualified,527,0.922116273,2.37167984,0.08167984,10/1/1978,10/1/2023,46,43,No trend,0.332142857,0.166151355,6,10/1/1983,10/1/1988,North East,163.3454887,51,0.489601101
3319,North End Stream North,http://environment.data.gov.uk/hydrology/id/measures/039cc482-c917-4774-adc5-1e57afd15638_TA05NEN0RD-gw-dipped-i-mAOD-qualified,,502231,458262,54.010248,-0.441487,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,16.89171982,qualified,432,0.415516116,1.85171982,-0.44828018,10/1/1984,10/1/2023,40,38,No trend,-0.536858974,0.185606113,34,10/1/1990,10/1/2023,North East,163.2344101,51,0.489601101
3320,North End Stream South,http://environment.data.gov.uk/hydrology/id/measures/039cc482-c917-4774-adc5-1e57afd15638_TA05NES0RD-gw-dipped-i-mAOD-qualified,,502289,458234,54.009985,-0.440612,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,17.73671913,qualified,434,1.375912678,2.74671913,0.58671913,10/1/1984,10/1/2021,38,36,No trend,-0.064155844,0.066172819,29,10/1/1991,10/1/2019,North East,163.6535726,51,0.489601101
3321,Hartlebury 1,,http://environment.data.gov.uk/hydrology/id/measures/de5887ea-fa80-4ac1-8a17-0264c6e624f0_9009-gw-logged-i-subdaily-mAOD-qualified,382165,270795,52.334938,-2.26316,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,25.01218796,qualified,6836,4.416642514,5.26156296,3.50381296,10/1/1999,10/1/2020,22,22,No trend,-1.354255362,0.145803203,16,10/1/2005,10/1/2020,Midlands,562.4893831,251,0.451075998
3322,North Houses Cottingham D,http://environment.data.gov.uk/hydrology/id/measures/2bda3aa8-95f2-46aa-8e80-5b8db9ffaccf_TA03NHS0RD-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2bda3aa8-95f2-46aa-8e80-5b8db9ffaccf_TA03NHS0RD-gw-logged-i-subdaily-mAOD-qualified,505165,435151,53.802025,-0.404667,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.954297066,same coordinate,7669,1.506625285,2.514297066,0.534297066,10/1/1980,10/1/2023 0:00,44,43,,,,,,,,,,
3323,North Houses Cottingham C,http://environment.data.gov.uk/hydrology/id/measures/2bda3aa8-95f2-46aa-8e80-5b8db9ffaccf_TA03NHC0CC-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2bda3aa8-95f2-46aa-8e80-5b8db9ffaccf_TA03NHC0CC-gw-logged-i-subdaily-mAOD-qualified,505165,435151,53.802025,-0.404667,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,4.954297066,same coordinate,8121,4.146705859,8.934297066,0.281401233,10/1/1980,10/1/2023 0:00,44,44,,,,,,,,,,
3324,Knedlington Top,http://environment.data.gov.uk/hydrology/id/measures/2aaef0fb-67a9-42c0-a2b8-ffcf283d3f62_SE72KLT1SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2aaef0fb-67a9-42c0-a2b8-ffcf283d3f62_SE72KLT1SS-gw-logged-i-subdaily-mAOD-qualified,473646,428434,53.747073,-0.884725,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.793800831,same coordinate,7541,4.070187993,5.122800831,3.244009164,10/1/1994,10/1/2022 0:00,29,29,,,,,,,,,,
3325,Knedlington Bottom,http://environment.data.gov.uk/hydrology/id/measures/2aaef0fb-67a9-42c0-a2b8-ffcf283d3f62_SE72KLT2SS-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/2aaef0fb-67a9-42c0-a2b8-ffcf283d3f62_SE72KLT2SS-gw-logged-i-subdaily-mAOD-qualified,473646,428434,53.747073,-0.884725,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,3.793800831,same coordinate,7056,4.107255309,5.126967498,3.257175831,10/1/1994,10/1/2022 0:00,29,29,,,,,,,,,,
3326,Nine Dikes Track,http://environment.data.gov.uk/hydrology/id/measures/e643846b-15c2-4967-947d-1b9dc678dd5d_TA07NDT0CC-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/e643846b-15c2-4967-947d-1b9dc678dd5d_TA07NDT0CC-gw-logged-i-subdaily-mAOD-qualified,507507,470146,54.115942,-0.356804,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,69.5707016,qualified,8456,38.88121219,48.4607016,29.3803266,10/1/1980,10/1/2022,43,43,Slow increasing,-7.330980382,0.294156395,9,10/1/1992,10/1/2000,North East,47.57886363,51,0.697627361
3327,Nine Dikes 2,http://environment.data.gov.uk/hydrology/id/measures/e643846b-15c2-4967-947d-1b9dc678dd5d_TA07NDK0CC-gw-dipped-i-mAOD-qualified,,507572,470421,54.118399,-0.355712,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,73.86621094,qualified,475,45.59218989,55.20621094,37.01621094,10/1/1980,10/1/2023,44,41,Slow increasing,-2.993992661,0.063352502,28,10/1/1991,10/1/2018,North East,50.84084157,51,0.697627361
3328,Stanford,http://environment.data.gov.uk/hydrology/id/measures/da800212-08da-488a-9bf3-afcad2aec991_TL89_015-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/da800212-08da-488a-9bf3-afcad2aec991_TL89_015-gw-logged-i-subdaily-mAOD-qualified,585292,294975,52.521133,0.72965,Chalk,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,21.32089806,qualified,2059,0.576800698,1.87589806,-0.81910194,10/1/1998,10/1/2019,22,22,No trend,1.873093297,0.131883234,20,10/1/1999,10/1/2018,Anglian,27.48952027,5001,0.475906726
3329,Honeyend Farm,,http://environment.data.gov.uk/hydrology/id/measures/c627b89c-1c90-4453-ac7e-8943deb38704_SJ55_043-gw-logged-i-subdaily-mAOD-qualified,351226,357615,53.113464,-2.730115,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,53.90553665,qualified,3728,2.539554658,3.301994983,1.49109915,10/1/2006,10/1/2018,13,13,Slow increasing,-2.734491558,0.22532694,1,10/1/2009,10/1/2009,North West,58.88124324,1,0.374871004
3330,Honeyend Farm Solid,,http://environment.data.gov.uk/hydrology/id/measures/c627b89c-1c90-4453-ac7e-8943deb38704_SJ55_042-gw-logged-i-subdaily-mAOD-qualified,351228,357614,53.113456,-2.730085,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,53.90553665,qualified,4953,15.66512044,20.55299498,9.528203317,10/1/2006,10/1/2023,18,18,Slow increasing,-17.25734115,0.414658067,1,10/1/2017,10/1/2017,North West,58.88033594,1,0.374871004
3331,Oxton Bogs 28,http://environment.data.gov.uk/hydrology/id/measures/ed4fb8d8-918a-4dc7-95a4-53e1dd35e7a6_1842GW-gw-dipped-i-mAOD-qualified,,461565,351435,53.05662,-1.082888,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,51.30757904,qualified,473,0.649650922,1.50757904,-0.26242096,10/1/1979,10/1/2023,45,44,No trend,-0.12926794,0.002180728,43,10/1/1980,10/1/2022,Midlands,294.9927769,1001,0.39391946
3332,Oxton Bogs 26,http://environment.data.gov.uk/hydrology/id/measures/ed4fb8d8-918a-4dc7-95a4-53e1dd35e7a6_1849GW-gw-dipped-i-mAOD-qualified,,461375,351615,53.05826,-1.085689,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,52.89960861,qualified,464,0.151785334,1.27960861,-1.18039139,10/1/1980,10/1/2023,44,43,Sudden downward change,3.22,0.734534659,1,10/1/2006,10/1/2006,Midlands,289.7743329,1001,0.39391946
3333,Oxton Bogs 32,http://environment.data.gov.uk/hydrology/id/measures/ed4fb8d8-918a-4dc7-95a4-53e1dd35e7a6_1843GW-gw-dipped-i-mAOD-qualified,,461805,351025,53.052908,-1.079387,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,48.84238434,qualified,449,0.487685008,1.72238434,-0.71761566,10/1/1980,10/1/2023,44,40,No trend,-1.618427579,0.409484518,12,10/1/1988,10/1/1999,Midlands,315.2702943,1001,0.39391946
3334,Oxton Bogs 33,http://environment.data.gov.uk/hydrology/id/measures/ed4fb8d8-918a-4dc7-95a4-53e1dd35e7a6_1812GW-gw-dipped-i-mAOD-qualified,,461495,351265,53.0551,-1.083965,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,51.16273499,qualified,452,0.548819061,1.89273499,-1.40726501,10/1/1979,10/1/2023,45,42,Slow decreasing,4.365384615,0.814280289,28,10/1/1979,10/1/2006,Midlands,314.7927463,1001,0.39391946
3335,Great Langton Drift,http://environment.data.gov.uk/hydrology/id/measures/28e7976b-4a2b-4614-9cf2-d2be11a0fd5c_SE29GTL0RD-gw-dipped-i-mAOD-qualified,,429265,495814,54.357007,-1.551191,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,33.2009201,same coordinate,345,2.024607057,2.4509201,1.5309201,10/1/1991,10/1/2023 0:00,33,33,,,,,,,,,,
3336,Great Langton Sandstone,http://environment.data.gov.uk/hydrology/id/measures/28e7976b-4a2b-4614-9cf2-d2be11a0fd5c_SE29GTL0SS-gw-dipped-i-mAOD-qualified,,429265,495814,54.357007,-1.551191,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,33.2009201,same coordinate,365,1.586700922,2.0209201,1.0909201,10/1/1991,10/1/2023 0:00,33,33,,,,,,,,,,
3337,Widdington Lane Sandstone,http://environment.data.gov.uk/hydrology/id/measures/584f51b8-a705-4c21-87d6-33dfd160428b_SE45WDL0SS-gw-dipped-i-mAOD-qualified,,449488,459091,54.025436,-1.246067,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,13.88337898,same coordinate,447,4.163490837,5.23337898,2.99337898,10/1/1984,10/1/2023 0:00,40,40,,,,,,,,,,
3338,Widdington Lane,http://environment.data.gov.uk/hydrology/id/measures/584f51b8-a705-4c21-87d6-33dfd160428b_SE45WDL0RD-gw-dipped-i-mAOD-qualified,,449488,459091,54.025436,-1.246067,Triassic Sandstone,Highly productive aquifer,Significant intergranular flow,13.88337898,same coordinate,453,1.400685823,2.42337898,0.41337898,10/1/1984,10/1/2023 0:00,40,40,,,,,,,,,,
3339,Rudston Drift South,http://environment.data.gov.uk/hydrology/id/measures/478c2ee8-dfb8-474e-8969-5e414fec483e_TA06RNS0RD-gw-dipped-i-mAOD-qualified,,509563,469905,54.113344,-0.325453,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,32.50718689,qualified,423,5.58468098,11.37718689,0.58718689,10/1/1984,10/1/2023,40,38,Slow increasing,-2.227272727,0.173158741,2,10/1/1996,10/1/1997,North East,75.47032049,51,0.510303041
3340,Rudston North,http://environment.data.gov.uk/hydrology/id/measures/478c2ee8-dfb8-474e-8969-5e414fec483e_TA07RSN0CC-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/478c2ee8-dfb8-474e-8969-5e414fec483e_TA07RSN0CC-gw-logged-i-subdaily-mAOD-qualified,509539,469935,54.113618,-0.325809,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,32.83867264,qualified,8434,5.665267469,13.40967264,0.47586014,10/1/1979,10/1/2023,45,45,No trend,-1.496180971,0.052120745,27,10/1/1991,10/1/2017,North East,75.42428246,51,0.510303041
3341,Rudston North Drift,http://environment.data.gov.uk/hydrology/id/measures/478c2ee8-dfb8-474e-8969-5e414fec483e_TA06RNN0RD-gw-dipped-i-mAOD-qualified,,509561,469918,54.113461,-0.325479,Corallian Limestone,Highly productive aquifer,Flow is virtually all through fractures and other discontinuities,32.21867371,qualified,412,5.199450409,12.28867371,0.28867371,10/1/1984,10/1/2023,40,38,Slow increasing,-2.326728827,0.162522585,3,10/1/1996,10/1/1998,North East,75.56978082,51,0.510303041
