No,label,dipped,logged,easting,northing,lat,long,Elevation,data amount (daily sample),data amount (annual sample),obsrevation start year,obsrevation end year,obsrevation span,mean_depth,max_depth,min_depth
2376,Redbournbury,http://environment.data.gov.uk/hydrology/id/measures/5962d670-d443-4154-8ae8-cbcc3c9fa0f3-gw-dipped-i-mAOD-qualified,,511902,210762,51.784332,-0.379153,86.60579681,330,33,1991,2023,33,0.327978628,0.86579681,-0.02420319
2377,Manor Farm Gussage,http://environment.data.gov.uk/hydrology/id/measures/a2c98713-ad3a-4911-b0bc-b8e08b2c86a0-gw-dipped-i-mAOD-qualified,,397745,111706,50.904819,-2.033434,97.67608643,214,20,2004,2023,20,36.73903036,43.46608643,27.47608643
2378,Chantry 1,,http://environment.data.gov.uk/hydrology/id/measures/359482e8-9972-4095-842d-b5684e87f18c-gw-logged-i-subdaily-mAOD-qualified,371400,146800,51.21967,-2.410884,157.8608704,4300,12,2011,2022,12,9.069878587,13.82066207,1.561912067
2379,Station Farm,,http://environment.data.gov.uk/hydrology/id/measures/625cc8af-8502-43b7-a447-41d2f0965e35-gw-logged-i-subdaily-mAOD-qualified,579837,338692,52.915532,0.67325,44.85874939,3805,67,1952,2023,72,32.27389475,36.28874939,25.82020772
2381,Royle Farm,http://environment.data.gov.uk/hydrology/id/measures/b6903d27-0109-41bb-998a-d1be49ddf6b0-gw-dipped-i-mAOD-qualified,,425435,318985,52.767858,-1.624459,61.43367386,852,47,1972,2019,48,4.625757193,5.63367386,3.22367386
2382,Brize Norton,http://environment.data.gov.uk/hydrology/id/measures/861de018-ca6a-4a3b-8e79-6e636c292f5e-gw-dipped-i-mAOD-qualified,,429055,208485,51.774281,-1.580291,94.33097839,759,53,1970,2023,54,5.033890116,7.46097839,2.02097839
2383,Moynes Park,http://environment.data.gov.uk/hydrology/id/measures/3903e19c-5308-4ac1-9892-05410659d11c-gw-dipped-i-mAOD-qualified,,569450,240588,52.037793,0.469087,96.22789001,282,36,1967,2023,57,33.6360815,35.17789001,31.51789001
2384,Pavilion 1,http://environment.data.gov.uk/hydrology/id/measures/106eba51-be7c-4e32-a450-ad6d6ab0585b-gw-dipped-i-mAOD-qualified,,388885,278625,52.405509,-2.164801,75.47103882,561,39,1975,2022,48,3.767598535,5.39103882,1.54103882
2385,Old Hospital,http://environment.data.gov.uk/hydrology/id/measures/e74a0560-6ccc-4b39-ba58-682f30fe4a7f-gw-dipped-i-mAOD-qualified,,411780,215820,51.840856,-1.830414,196.6882324,366,41,1979,2023,45,7.710909996,8.5382324,6.7382324
2386,Sandy Lane Golborne,,http://environment.data.gov.uk/hydrology/id/measures/aefc935b-4aad-470f-a10f-f21a11636141-gw-logged-i-subdaily-mAOD-qualified,359500,397820,53.475528,-2.611655,39.71244812,10330,36,1982,2023,42,5.171663249,9.20244812,2.801989787
2387,Brookside,,http://environment.data.gov.uk/hydrology/id/measures/8f7d5b28-f83d-4b89-83f5-4f227ad1fc22-gw-logged-i-subdaily-mAOD-qualified,623312,262771,52.217853,1.267704,27.40578079,4630,26,1997,2023,27,1.29898549,2.70740579,0.497572457
2388,Golden Square,http://environment.data.gov.uk/hydrology/id/measures/4ff34e88-af3c-41aa-9fe7-882c3b270353-gw-dipped-i-mAOD-qualified,,461269,480578,54.217262,-1.061909,80.41052246,288,26,1997,2023,27,31.7693419,40.81052246,20.53052246
2389,Cowburns,http://environment.data.gov.uk/hydrology/id/measures/08fa8b0e-864b-46e5-846c-9cd8e5c90351-gw-dipped-i-mAOD-qualified,,436085,291055,52.516182,-1.469665,85.77217102,942,51,1971,2022,52,4.744320702,5.42217102,4.16217102
2391,Stratfield Saye,http://environment.data.gov.uk/hydrology/id/measures/3b604eeb-b8d4-4ceb-bb09-659806a4085c-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/3b604eeb-b8d4-4ceb-bb09-659806a4085c-gw-logged-i-subdaily-mAOD-qualified,466865,161425,51.347976,-1.041293,60.79402161,520,36,1979,2022,44,23.52187313,34.13402161,18.49402161
2392,Chalkhill Cottages,http://environment.data.gov.uk/hydrology/id/measures/93d1be3a-4fa4-409b-80c8-f2cf727e0b1c-gw-dipped-i-mAOD-qualified,,571054,271742,52.317121,0.508146,34.80934143,233,25,1998,2023,26,26.10642298,27.34934143,24.30934143
2393,Whitbread Preston,http://environment.data.gov.uk/hydrology/id/measures/76b60e82-eb49-4ea1-8272-8c9dcfd4b0c8-gw-dipped-i-mAOD-qualified,,359025,430115,53.765748,-2.623073,20.65132904,123,33,1980,2022,43,12.79393067,15.98132904,9.13132904
2394,Fenside House,http://environment.data.gov.uk/hydrology/id/measures/d4625325-f74a-43e3-9ba2-6d6d48760d6c-gw-dipped-i-mAOD-qualified,,636652,321368,52.738098,1.504184,0.907875061,299,28,1995,2022,28,0.283186098,0.677875061,-0.052124939
2395,Shawbury Heath,,http://environment.data.gov.uk/hydrology/id/measures/455355ea-d523-4e45-bbb3-cb8d37234253-gw-logged-i-subdaily-mAOD-qualified,353785,320145,52.776891,-2.686532,70.93389893,4152,14,2003,2022,20,4.550348278,7.99014893,3.540982263
2396,Pyle Farm Cottages,http://environment.data.gov.uk/hydrology/id/measures/5593d95a-a03c-4707-8e70-93a35bf78a20-gw-dipped-i-mAOD-qualified,,471195,112374,50.906454,-0.988804,57.45087814,221,45,1966,2023,58,29.98137588,35.81087814,17.28087814
2397,Hurstbourne Tarrant,http://environment.data.gov.uk/hydrology/id/measures/eb7df14d-adfe-4d6c-8971-916795f153ec-gw-dipped-i-mAOD-qualified,,438155,153555,51.279862,-1.45434,100.5672379,698,61,1963,2023,61,3.087982886,11.2672379,-0.1327621
2398,Joscas School,http://environment.data.gov.uk/hydrology/id/measures/c0ab86d9-aa66-42cb-a0b6-3bf809e1a6e2-gw-dipped-i-mAOD-qualified,,443935,196885,51.669023,-1.366101,67.2256546,350,37,1977,2023,47,7.268197457,7.9956546,6.1356546
2399,Coombe Road,http://environment.data.gov.uk/hydrology/id/measures/2809b176-1c73-4323-a3e7-cac4b1ea7589-gw-dipped-i-mAOD-qualified,,531315,238483,52.029214,-0.087325,83.02531433,170,20,1998,2023,26,30.73607904,36.98531433,19.20531433
2400,Lark Hall Cottage,http://environment.data.gov.uk/hydrology/id/measures/af33c99b-3a8c-480f-9d56-895494fc767b-gw-dipped-i-mAOD-qualified,,558474,254301,52.164223,0.315581,54.93152237,198,20,1998,2023,26,32.09137085,41.29152237,18.55152237
2401,Broadhalfpenny Down,http://environment.data.gov.uk/hydrology/id/measures/0bddab87-0d13-4061-b4bd-d6226eec49ed-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/0bddab87-0d13-4061-b4bd-d6226eec49ed-gw-logged-i-subdaily-mAOD-qualified,467650,116480,50.943797,-1.038454,115.9793625,7216,35,1988,2023,36,69.49840144,73.36741458,53.3493625
2402,Padgate,http://environment.data.gov.uk/hydrology/id/measures/c71d869e-58fc-4c10-9f53-f407b279a2df-gw-dipped-i-mAOD-qualified,,362935,390155,53.406889,-2.558999,9.983535767,217,39,1980,2021,42,1.694664799,2.713535767,0.643535767
2403,Foxton 14,http://environment.data.gov.uk/hydrology/id/measures/f1b56b06-537a-4554-ae8c-eec0f3807085-gw-dipped-i-mAOD-qualified,,435866,524986,54.61874,-1.446094,71.93659973,573,51,1968,2023,56,35.31838856,41.69659973,29.50659973
2404,Blackford Farm,http://environment.data.gov.uk/hydrology/id/measures/6cd96f9d-06fc-4d13-8e4e-3cf198458cbc-gw-dipped-i-mAOD-qualified,,416055,195785,51.660616,-1.769283,75.05867004,218,21,2003,2023,21,1.084954444,1.85867004,-0.01132996
2405,Ringlemear Farm Chalk,,http://environment.data.gov.uk/hydrology/id/measures/cf51e221-52be-4ea4-97ba-cd2184c3fca5_644621015-gw-logged-i-subdaily-mAOD-qualified,629267,157386,51.269478,1.285317,8.601952553,5745,18,2005,2022,18,6.732443562,9.801327553,1.581285886
2406,Ringlemear Farm Thanet,,http://environment.data.gov.uk/hydrology/id/measures/cf51e221-52be-4ea4-97ba-cd2184c3fca5_644621016-gw-logged-i-subdaily-mAOD-qualified,629257,157387,51.269491,1.285174,8.851601601,5776,18,2005,2022,18,3.424545625,6.167434934,0.902934934
2408,Brook Cottage,http://environment.data.gov.uk/hydrology/id/measures/95921afd-59db-4552-a9bb-320d5e64c07f-gw-dipped-i-mAOD-qualified,,569461,222287,51.873403,0.460229,79.46405792,1161,47,1965,2023,59,8.171258609,9.52405792,5.97405792
2410,Wing House,http://environment.data.gov.uk/hydrology/id/measures/94c17ae9-2c9c-4790-aa62-4d22996cfa5e-gw-dipped-i-mAOD-qualified,,386115,336765,52.9281,-2.207988,137.8472443,677,43,1980,2022,43,33.19198581,38.6572443,25.3872443
2411,Building End,http://environment.data.gov.uk/hydrology/id/measures/981a87b1-6f8b-4828-beee-7e391c949553-gw-dipped-i-mAOD-qualified,,544169,237789,52.01979,0.099616,106.4425812,238,24,1998,2023,26,33.54825347,38.2225812,28.3325812
2412,Adisham,http://environment.data.gov.uk/hydrology/id/measures/00ce4027-92dc-4a52-ad9e-41309ea49ebf-gw-dipped-i-mAOD-qualified,,622449,153435,51.236706,1.185287,40.40492249,446,48,1967,2022,56,18.53954132,20.81492249,15.58492249
2413,Woolpit,http://environment.data.gov.uk/hydrology/id/measures/547cacf2-3946-4e3b-8a48-5882d98dab92-gw-dipped-i-mAOD-qualified,,597411,262432,52.224692,0.888893,61.81906128,232,22,1998,2019,22,12.22699231,14.12906128,9.23906128
2414,Leagrave Common,http://environment.data.gov.uk/hydrology/id/measures/5f1ad9ed-45ff-42fc-b97d-aaff93de1ef0-gw-dipped-i-mAOD-qualified,,505675,224613,51.91003,-0.465161,116.0272903,1243,51,1967,2023,57,57.76809481,65.6872903,53.6472903
2415,Tolmare Farm,http://environment.data.gov.uk/hydrology/id/measures/80b33a0e-e3ef-4e78-b0c7-4d00e8b15f3f-gw-dipped-i-mAOD-qualified,,510645,108545,50.86583,-0.429076,62.84619522,439,42,1980,2023,44,55.37050046,60.99619522,40.22619522
2416,Olantigh Towers,http://environment.data.gov.uk/hydrology/id/measures/8fa9f62a-5df1-4c73-90ff-ae70bf9e3002-gw-dipped-i-mAOD-qualified,,605910,148350,51.197247,0.945792,39.77409363,376,39,1974,2022,49,11.4068064,12.66409363,9.77409363
2417,The Nook,http://environment.data.gov.uk/hydrology/id/measures/5330fef4-9f81-42f8-b8ea-839daaf43a6a-gw-dipped-i-mAOD-qualified,,384350,265202,52.284724,-2.230832,45.83412933,408,38,1985,2022,38,3.137291095,5.77412933,0.59412933
2418,St Mary Bourne,http://environment.data.gov.uk/hydrology/id/measures/00beb144-6eff-4ad8-8a7c-fe7049602a6d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/00beb144-6eff-4ad8-8a7c-fe7049602a6d-gw-logged-i-subdaily-mAOD-qualified,442554,149517,51.243244,-1.391753,75.38224792,6955,49,1969,2023,55,0.671620904,2.40668542,-0.116731247
2419,Findon North Farm,http://environment.data.gov.uk/hydrology/id/measures/68306c27-266d-4ffe-bf98-77c07a7ab507-gw-dipped-i-mAOD-qualified,,511935,110715,50.885088,-0.410089,83.22360992,240,22,2002,2023,22,46.62008909,52.76360992,30.86360992
2421,Cerney Wick,http://environment.data.gov.uk/hydrology/id/measures/1c94d383-d169-44f1-adfa-b8965795a4ce-gw-dipped-i-mAOD-qualified,,407434,196294,51.665371,-1.893906,83.97722626,209,20,2004,2023,20,1.273637743,1.51722626,1.01722626
2422,Ling House,http://environment.data.gov.uk/hydrology/id/measures/f0aedb1d-0735-4843-a708-631252a00ed2-gw-dipped-i-mAOD-qualified,,571244,330808,52.847535,0.541443,53.21468735,228,23,1998,2023,26,22.16003823,26.17468735,13.66468735
2423,Sugar Hill Farm,,http://environment.data.gov.uk/hydrology/id/measures/b4a2f42a-4b27-4534-940c-d55bc6e91645-gw-logged-i-subdaily-mAOD-qualified,447438,441457,53.867152,-1.28009,34.86370087,7615,23,2001,2023,23,26.63784482,27.70620087,24.90345087
2424,Garton Wold,http://environment.data.gov.uk/hydrology/id/measures/49aff263-5a76-4df4-910b-f33b78d01692-gw-dipped-i-mAOD-qualified,,498163,462247,54.04684,-0.502253,49.11093903,513,44,1979,2023,45,25.03008133,32.03093903,11.64093903
2425,Harby,http://environment.data.gov.uk/hydrology/id/measures/097e5707-0df7-463e-9ba1-b61f17942374-gw-dipped-i-mAOD-qualified,,486955,370505,53.224474,-0.698991,5.910390854,406,35,1984,2023,40,1.562361297,1.990390854,1.050390854
2426,Missels Bridge,http://environment.data.gov.uk/hydrology/id/measures/81bd7641-67c4-4e87-8a6a-81d5c53bebe8-gw-dipped-i-mAOD-qualified,,469355,165295,51.382471,-1.004792,49.0813446,229,28,1973,2022,50,13.6832005,19.4413446,7.7313446
2427,Podmore,http://environment.data.gov.uk/hydrology/id/measures/1be5139f-a8f5-4328-8951-f176dd4ec75e-gw-dipped-i-mAOD-qualified,,378375,335515,52.916606,-2.32304,133.3125,1131,56,1966,2022,57,4.338485853,9.2325,0.6625
2428,West Dean Colworth Barn,http://environment.data.gov.uk/hydrology/id/measures/e5ba9868-ef1b-4b6d-9e17-78cf5ef500eb-gw-dipped-i-mAOD-qualified,,485275,115165,50.92964,-0.787946,121.4145355,360,40,1982,2023,42,63.45814661,76.9945355,35.7645355
2429,The Hall Brinton,http://environment.data.gov.uk/hydrology/id/measures/753ca2e5-e727-481d-b08c-951debc9bd29-gw-dipped-i-mAOD-qualified,,603791,335836,52.881351,1.027215,43.26968765,704,68,1952,2023,72,0.839020036,3.69968765,-0.54031235
2430,Coxmoor,,http://environment.data.gov.uk/hydrology/id/measures/32a60ee0-9017-4bfa-8144-2e2e3174f147-gw-logged-i-subdaily-mAOD-qualified,452175,357625,53.113254,-1.22197,187.2070007,3945,54,1969,2023,55,28.25743416,31.2770007,27.10366737
2431,Marsh Road Cantley,http://environment.data.gov.uk/hydrology/id/measures/b131b198-e7f9-4678-baf5-7cba12fc5701-gw-dipped-i-mAOD-qualified,,639783,303318,52.574768,1.537357,-0.065390624,298,28,1995,2022,28,0.313961725,0.830609376,0.054609376
2432,Lydds House Yatts,http://environment.data.gov.uk/hydrology/id/measures/3144889d-9e93-46ee-9bf9-dd45759851c8-gw-dipped-i-mAOD-qualified,,481534,488982,54.289954,-0.748926,151.28,347,33,1990,2023,34,62.3645879,65.65,56.85
2433,High Girsby Grange,http://environment.data.gov.uk/hydrology/id/measures/5b679c3b-ee49-4e55-8aa2-4bfe10f80cf4-gw-dipped-i-mAOD-qualified,,436801,507801,54.464242,-1.433757,49.79328156,788,51,1973,2023,51,28.42210136,32.06328156,27.33328156
2434,Smeetham Hall Cottage,http://environment.data.gov.uk/hydrology/id/measures/128f7221-c1c4-4130-8c35-2b07bdbbf548-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/128f7221-c1c4-4130-8c35-2b07bdbbf548-gw-logged-i-subdaily-mAOD-qualified,584656,241072,52.037289,0.69079,54.9127388,106,12,2005,2022,18,28.62637088,29.5227388,26.9527388
2435,Lasham Hill,http://environment.data.gov.uk/hydrology/id/measures/e26fd330-6d22-400a-8e55-bf239c8d557f-gw-dipped-i-mAOD-qualified,,465775,142845,51.181058,-1.060353,151.253418,619,48,1973,2023,51,51.1503663,55.903418,44.053418
2436,Blewbury,http://environment.data.gov.uk/hydrology/id/measures/fa3cbdd3-7f4c-4ead-9cc7-b48f28076c19-gw-dipped-i-mAOD-qualified,,453205,185785,51.56843,-1.233753,63.43444061,618,36,1988,2023,36,0.928299833,1.50444061,0.18444061
2437,Axford,http://environment.data.gov.uk/hydrology/id/measures/eb134fbe-45c4-4ff7-8548-09526ab27b47-gw-dipped-i-mAOD-qualified,,461000,143260,51.185318,-1.128588,108.5374908,431,46,1974,2022,49,13.23642351,18.9474908,8.2874908
2438,Litcham rectory,http://environment.data.gov.uk/hydrology/id/measures/2b741364-a311-49f7-be21-0e2d38e94ec7-gw-dipped-i-mAOD-qualified,,588714,317744,52.724405,0.793015,56.65343857,210,22,1998,2023,26,8.847105237,10.76343857,6.77343857
2439,Duckington Grange,http://environment.data.gov.uk/hydrology/id/measures/1afbdc89-5363-4764-8891-660d13043429-gw-dipped-i-mAOD-qualified,,348702,351874,53.061626,-2.766901,87.85719299,440,44,1975,2023,49,27.66939754,30.05719299,25.47719299
2440,Coppermill Lane Leyton,http://environment.data.gov.uk/hydrology/id/measures/e6fd3e9d-0024-4a8c-b784-8fde77533299-gw-dipped-i-mAOD-qualified,,535423,187918,51.573866,-0.047217,9.493855476,589,49,1973,2023,51,22.51911863,38.31385548,11.52385548
2441,Boundary farm,http://environment.data.gov.uk/hydrology/id/measures/24dc5ca7-c3e4-409f-a9ea-5828686fcbd5-gw-dipped-i-mAOD-qualified,,608542,266463,52.256782,1.054103,62.32515717,361,37,1983,2023,41,27.49812116,28.96515717,26.73515717
2442,Mordon,http://environment.data.gov.uk/hydrology/id/measures/56c5f555-0697-4e50-b57d-b1b6d48abdb6-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/56c5f555-0697-4e50-b57d-b1b6d48abdb6-gw-logged-i-subdaily-mAOD-qualified,432360,527438,54.64101,-1.500115,77.54652405,14662,53,1969,2023,55,11.1457453,22.76652405,4.16577405
2443,Kilton Hill,http://environment.data.gov.uk/hydrology/id/measures/7a02b938-2422-4ad6-aaa2-f719cb102fbd-gw-dipped-i-mAOD-qualified,,460015,380965,53.322204,-1.100475,70.41136169,953,52,1970,2023,54,33.75386956,38.08136169,27.56136169
2444,Stevens Nurseries,http://environment.data.gov.uk/hydrology/id/measures/2abad183-0173-4d28-86ab-3d194811c133-gw-dipped-i-mAOD-qualified,,506708,198436,51.674562,-0.458194,84.57028198,380,37,1987,2023,37,25.30317672,27.92028198,21.06028198
2445,The Woodlands Hartlebury,http://environment.data.gov.uk/hydrology/id/measures/83b09db2-19fc-4fa4-9775-0b2f3978be26-gw-dipped-i-mAOD-qualified,,384555,271005,52.336899,-2.228095,56.35478592,715,50,1972,2022,51,5.616743962,7.09478592,3.96478592
2446,Longsite Lane,http://environment.data.gov.uk/hydrology/id/measures/85676d59-fd55-4795-8fa8-5f2f50a24405-gw-dipped-i-mAOD-qualified,,386945,384475,53.356979,-2.197602,78.26326752,158,37,1972,2021,50,7.958140938,11.40326752,6.38326752
2447,Frost Hill Overton,http://environment.data.gov.uk/hydrology/id/measures/8eb18f42-a85a-48fc-80cf-5f6c8d303f0c-gw-dipped-i-mAOD-qualified,,451475,152505,51.269376,-1.263533,132.3821716,351,36,1986,2023,38,42.63655906,45.8121716,34.3221716
2448,Kerrison School,http://environment.data.gov.uk/hydrology/id/measures/111810c8-e48f-410c-9cfc-74eec55743e4-gw-dipped-i-mAOD-qualified,,612991,270463,52.290987,1.121709,34.18402481,297,31,1989,2023,35,0.80446252,1.72402481,0.09402481
2449,Balls Cottage,http://environment.data.gov.uk/hydrology/id/measures/02e54475-93ec-4467-aff3-71fd4bea2cff-gw-dipped-i-mAOD-qualified,,439655,144355,51.197039,-1.433851,76.08072662,341,45,1967,2023,57,20.55606386,21.99072662,16.57072662
2450,Trinity Broad,,http://environment.data.gov.uk/hydrology/id/measures/efa89eb3-3aad-4040-ba0b-0149893f6b7b-gw-logged-i-subdaily-mAOD-qualified,647682,315715,52.682449,1.662965,1.318015575,2836,10,2006,2022,17,2.320277035,2.662598908,1.882348908
2451,West Tisted,http://environment.data.gov.uk/hydrology/id/measures/007d623c-08c6-4427-9f4a-71665180344e-gw-dipped-i-mAOD-qualified,,464845,129745,51.063384,-1.076008,170.5466919,229,25,1981,2023,43,88.09791461,95.3266919,71.5866919
2452,Church Lane,http://environment.data.gov.uk/hydrology/id/measures/9c4d4236-423d-4742-9aa1-5c8bdd028e50-gw-dipped-i-mAOD-qualified,,585627,336240,52.891548,0.757857,22.99347687,718,26,1994,2023,30,1.221617539,3.93347687,-1.00652313
2453,Warsop,http://environment.data.gov.uk/hydrology/id/measures/55c9de2a-769b-44a2-a4a8-375c410b3a39-gw-dipped-i-mAOD-qualified,,462815,368985,53.21421,-1.060808,55.38328171,343,31,1993,2023,31,16.21634293,17.73328171,15.13328171
2454,Bloreheath,http://environment.data.gov.uk/hydrology/id/measures/60211586-4d44-4c05-a9ab-0d50e61fe61f-gw-dipped-i-mAOD-qualified,,371215,335405,52.915279,-2.429509,118.4936066,313,29,1993,2022,30,4.593255162,7.0636066,2.5636066
2455,Itchen Down,http://environment.data.gov.uk/hydrology/id/measures/1dda4dc9-53b1-499f-8d5c-07f59d5c1299-gw-dipped-i-mAOD-qualified,,454665,133425,51.09753,-1.220709,62.84127045,639,49,1975,2023,49,8.860847915,9.99127045,6.74127045
2456,Romford,http://environment.data.gov.uk/hydrology/id/measures/9b624934-5a09-4c2f-9c77-c1591f1bfd21-gw-dipped-i-mAOD-qualified,,549650,193430,51.619797,0.16028,36.36846161,164,20,1998,2020,23,47.78455917,49.53846161,46.27846161
2457,Carlton Beevers,http://environment.data.gov.uk/hydrology/id/measures/89cebe08-7594-440d-84e3-578d48d1ab73-gw-dipped-i-mAOD-qualified,,464497,424307,53.711195,-1.024293,4.009402275,476,44,1980,2023,44,15.64462076,19.12940228,7.399402275
2458,Kilmeston,http://environment.data.gov.uk/hydrology/id/measures/86be7bf3-1e2a-4c7e-8d53-11a44462eacb-gw-dipped-i-mAOD-qualified,,459195,124825,51.019757,-1.157429,118.4862061,454,36,1988,2023,36,41.82105191,47.8862061,32.8162061
2459,Broad Nymet Farm,,http://environment.data.gov.uk/hydrology/id/measures/35cba46b-5cee-4a06-9c36-74fc55c5d5ee-gw-logged-i-subdaily-mAOD-qualified,269940,101504,50.798458,-3.846896,143.7369995,5285,16,2006,2021,16,24.92972931,28.47775992,18.25302033
2460,Bowater,http://environment.data.gov.uk/hydrology/id/measures/113a3766-8edd-43d1-9294-9e74ff93435a-gw-dipped-i-mAOD-qualified,,338055,376765,53.284208,-2.930581,20.29623032,233,38,1971,2014,44,28.21708869,37.08623032,11.81623032
2462,Seaview Lodge,http://environment.data.gov.uk/hydrology/id/measures/bcc5ec23-0db2-4ceb-adf0-35cbdb22f238-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/bcc5ec23-0db2-4ceb-adf0-35cbdb22f238-gw-logged-i-subdaily-mAOD-qualified,621480,164660,51.33786,1.178384,17.09158325,6299,46,1972,2023,52,4.916987969,6.44158325,3.532124917
2463,Cotehill,http://environment.data.gov.uk/hydrology/id/measures/54db8c99-c3ad-429d-b127-9c3976ca2ed0-gw-dipped-i-mAOD-qualified,,346335,548635,54.829642,-2.836895,83.86029053,214,41,1978,2022,45,8.371108287,9.70029053,7.12029053
2464,Potterfen Drove,http://environment.data.gov.uk/hydrology/id/measures/b7a142a7-87d3-49ae-b9af-5f8580e93435-gw-dipped-i-mAOD-qualified,,570641,279452,52.386497,0.506009,3.254648447,233,24,1998,2023,26,1.401343726,1.894648447,0.634648447
2465,Willowbrook Farm,http://environment.data.gov.uk/hydrology/id/measures/22c72434-640c-4514-9865-19aadacd620c-gw-dipped-i-mAOD-qualified,,444115,192935,51.633496,-1.363995,61.22138214,263,24,2000,2023,24,3.077827007,3.48138214,2.48138214
2466,Farringdon Station,http://environment.data.gov.uk/hydrology/id/measures/5b60198a-de07-4328-bcc5-8bc082080f5d-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/5b60198a-de07-4328-bcc5-8bc082080f5d-gw-logged-i-subdaily-mAOD-qualified,470459,134899,51.109062,-0.994904,122.1955109,8052,45,1966,2023,58,19.49689005,34.4455109,3.968427567
2467,Tarraby,http://environment.data.gov.uk/hydrology/id/measures/ec634a70-44ee-43b7-ac34-03fe0fa8f71e-gw-dipped-i-mAOD-qualified,,341725,558475,54.91754,-2.910639,17.42152786,216,43,1978,2022,45,0.063518601,1.01152786,-0.43847214
2468,Jollys Farm Lower,http://environment.data.gov.uk/hydrology/id/measures/d7995cca-703e-43f3-bfb8-77b90487d233-gw-dipped-i-mAOD-qualified,,430555,152655,51.272226,-1.563376,145.406601,661,61,1962,2023,62,49.60874926,61.186601,31.486601
2469,Great Thorns Farm,http://environment.data.gov.uk/hydrology/id/measures/ea3f4e97-ca4b-4442-acfe-e79cceec408a-gw-dipped-i-mAOD-qualified,,578769,310332,52.66122,0.641904,67.63699341,243,24,1998,2023,26,36.88242551,47.29699341,23.96699341
2470,Broomhall Lane,,http://environment.data.gov.uk/hydrology/id/measures/3a21d5fe-a445-4ba4-bbca-a877c334b3ad-gw-logged-i-subdaily-mAOD-qualified,348555,318965,52.765811,-2.76387,89.45855713,8986,27,1993,2020,28,30.14464299,31.52755713,29.34939046
2471,Down Ampney,http://environment.data.gov.uk/hydrology/id/measures/699a6e42-1192-44c3-8757-0352cc5295fb-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/699a6e42-1192-44c3-8757-0352cc5295fb-gw-logged-i-subdaily-mAOD-qualified,410415,195885,51.661647,-1.850817,82.12976074,5690,40,1981,2022,42,1.462859319,20.50976074,-5.70723926
2472,Warningcamp,http://environment.data.gov.uk/hydrology/id/measures/ba901968-d282-4141-9760-2308a52b8df4-gw-dipped-i-mAOD-qualified,,504025,107065,50.853754,-0.523534,30.60821915,336,33,1987,2023,37,29.52414177,30.70821915,26.49821915
2473,Pine Avenue,http://environment.data.gov.uk/hydrology/id/measures/50cf10db-a4b8-463b-9740-67a7605199d4-gw-dipped-i-mAOD-qualified,,579114,304442,52.608213,0.643807,34.51976395,200,22,1998,2023,26,12.38896395,14.11976395,10.50976395
2474,Mustard Pot Hall,http://environment.data.gov.uk/hydrology/id/measures/575c51f9-da94-4d03-9aee-e8e211341ac4-gw-dipped-i-mAOD-qualified,,614729,275194,52.332779,1.150169,41.40130234,239,26,1989,2023,35,11.98243205,13.33130234,9.32130234
2476,The Grange Barn,http://environment.data.gov.uk/hydrology/id/measures/6201a282-d943-40ab-8f0e-80262dfe655e-gw-dipped-i-mAOD-qualified,,611868,262563,52.220502,1.100316,59.73226547,281,31,1989,2023,35,25.16408042,27.04226547,24.40226547
2477,Baronwood,,http://environment.data.gov.uk/hydrology/id/measures/df551841-f5d0-4b4a-b7c6-4a8dd845cadc-gw-logged-i-subdaily-mAOD-qualified,351775,542895,54.778619,-2.751264,130.7449646,5232,17,2006,2022,17,45.27096973,46.5769646,43.9365896
2478,Oakley Industrial Estate,,http://environment.data.gov.uk/hydrology/id/measures/6b043bba-b0bb-44f1-a843-8c7697a0b44e_90103100-gw-logged-i-subdaily-mAOD-qualified,400360,134540,51.110151,-1.996228,168.6642303,6348,20,2003,2022,20,80.25582745,84.3039178,71.5348553
2479,Brightstone,http://environment.data.gov.uk/hydrology/id/measures/7ef0b785-df23-4f0b-b8c7-eac0882e749f-gw-dipped-i-mAOD-qualified,http://environment.data.gov.uk/hydrology/id/measures/7ef0b785-df23-4f0b-b8c7-eac0882e749f-gw-logged-i-subdaily-mAOD-qualified,443300,84200,50.655873,-1.388814,186.7469482,4531,35,1988,2023,36,53.87053237,59.3969482,37.9269482
2480,Julia Covert,,http://environment.data.gov.uk/hydrology/id/measures/cf766dc3-2138-4792-ad71-f56cd5245d44-gw-logged-i-subdaily-mAOD-qualified,598866,284019,52.417988,0.922918,29.18476486,235,22,1998,2019,22,9.942998903,12.57476486,6.84476486
2481,Dishforth,http://environment.data.gov.uk/hydrology/id/measures/43e3c73c-504b-43ec-b5e5-c5f1121d5ab3-gw-dipped-i-mAOD-qualified,,438380,473342,54.154453,-1.413814,27.16055107,526,47,1977,2023,47,2.207094796,3.56055107,1.21055107
