No,label,trend classification,aquifer,regions,Spatial heterogeneity_5km,Spatial heterogeneity_no station nearby5km,Population density_MSOA,Population density_5km circle averaged,Irrigation intensity,long-term average groundwater recharge
2656,Saltcoats Hall,Slow increasing,Carboniferous Limestone,North West,no station nearby,heterogeneous trends,29.2,34.10263904,1,2.050143814
2658,Great Bolas,Slow increasing,Permian Sandstone,Midlands,heterogeneous trends,heterogeneous trends,67.6,74.96873401,1001,0.348421058
2659,Bolas House,Slow increasing,Permian Sandstone,Midlands,homogeneous trends,homogeneous trends,67.6,74.99933323,1001,0.348421058
2660,Roman Road Balsham,No trend,Chalk,Anglian,,,76.5,81.71491049,5001,0.069531106
2661,Ford Farm,No trend,Chalk,Anglian,,,65.6,157.6733378,5001,0.191108708
2662,Oxborough,No trend,Chalk,Anglian,,,25.2,41.37559212,5001,0.089115804
2663,Letton,No trend,Unallocated to aquifers,Midlands,,,37.4,33.27355722,501,0.600665188
2664,Old Palace,No trend,Oolites,Southern,,,91,406.2649125,1001,0.644429864
2665,Birches,Slow increasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,1370.6,1702.410123,1001,0.045823465
2666,Southards Lane,No trend,Magnesian Limestone,Midlands,,,277.7,437.9721556,2501,0.507666983
2668,Crane Bridge,Slow increasing,Oolites,Thames,heterogeneous trends,homogeneous trends,92.6,161.1336345,51,0.588019071
2669,Everington House,No trend,Chalk,Thames,,,152.2,132.2317482,51,0.058327902
2670,Rainhill,Slow increasing,Unallocated to aquifers,North West,no station nearby,no station nearby,1067,1840.106069,101,0.550799258
2671,Cornhill Road,Sudden downward change,Unallocated to aquifers,North East,,,33,190.3196314,1,0.32314068
2672,Ryhall South,Slow increasing,Oolites,Anglian,heterogeneous trends,homogeneous trends,88.7,338.5682492,101,0.23025451
2673,Old Stoke Farm,No trend,Chalk,Southern,,,76.5,89.13778663,1,0.845782867
2674,Snailwell Road,No trend,Chalk,Anglian,,,92.5,208.1568382,5001,0.250612637
2675,Husrt Farm Herriard,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,61,71.06764612,1,0.992963608
2676,Darlington Golf Course,No trend,Magnesian Limestone,North East,,,72.9,1128.374701,251,0.318581573
2677,Headley Park Pit,No trend,Lower Greensand,Thames,,,464.5,342.5616559,501,0.785253303
2678,Smethcote,Slow decreasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,56.6,114.1130448,251,0.377958298
2679,High Bridge,No trend,Oolites,Thames,,,116.2,114.7241497,251,0.067516663
2680,Orchard Lea Farm,No trend,Chalk,Southern,,,182.1,1189.721232,251,0.345490205
2681,Tancred Pit Hole,No trend,Corallian Limestone,North East,,,30,35.23626714,51,0.625181858
2682,Caston,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,65.6,113.3990677,5001,0.322769693
2683,Hinstock,Sudden downward change,Unallocated to aquifers,Midlands,,,70.1,69.86660389,1001,0.529881054
2684,Ashwell,No trend,Chalk,Anglian,,,95.9,78.12251613,5001,0.30208686
2685,Wingham,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,110.5,149.9807246,1001,0.626425886
2686,John Players,No trend,Carboniferous Limestone,Midlands,,,11109.2,4276.406664,1001,0.336904848
2687,Beckley,No trend,Corallian Limestone,Thames,,,100.9,623.2853442,51,0.381421751
2688,Shaddelons House,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,71.1,107.5619754,1001,0.289608518
2689,Octon Crossroads,Slow increasing,Chalk,North East,heterogeneous trends,heterogeneous trends,30,26.8215143,51,0.796902497
2690,Nirvana,No trend,Chalk,Thames,,,116.2,507.0621665,101,0.662544814
2692,Mill End,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,80.8,75.70924707,5001,0.095294393
2693,Beesfield Lane,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,195.1,364.4592114,1,0.424715585
2694,Mimram 2,No trend,Chalk,Thames,,,91.7,223.2432201,101,0.360924035
2695,Woodseats,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,116.8,104.1654399,1,1.032758792
2696,Smallburgh Fen B,No trend,Crag,Anglian,,,76.6,95.70725352,1001,0.363262886
2697,South Cerney,No trend,Oolites,Thames,,,92.6,135.7368698,251,0.223492001
2698,Hadnallwood,Slow decreasing,Permian Sandstone,Midlands,heterogeneous trends,homogeneous trends,56.6,259.7992581,251,0.338382742
2699,Normanhurst Tower,No trend,Corallian Limestone,Southern,,,123.6,118.5274658,1,1.293349936
2700,Clapham Green Farm,Slow increasing,Unallocated to aquifers,North East,no station nearby,no station nearby,30.2,92.79974424,251,0.83491195
2701,Perching Hill Barn,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,126.5,747.611423,1,1.049983298
2702,Kenyon Farm,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,334.9,1134.172799,101,0.524830951
2703,Great Gressingham Fen,No trend,Chalk,Anglian,,,25.2,47.72348327,5001,0.472298894
2705,Henpit Hole,Slow increasing,Corallian Limestone,North East,heterogeneous trends,heterogeneous trends,30,44.98460334,51,0.726264755
2706,Woodland Lodge,Slow increasing,Oolites,Anglian,homogeneous trends,homogeneous trends,56.3,481.2730407,1001,0.465137799
2707,Hapsford Quarry,Slow decreasing,Oolites,South West,homogeneous trends,homogeneous trends,64.5,404.1167326,51,1.036572566
2708,Pulborough Brooks 10,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,204.7,176.44679,1001,0.960255426
2709,Pulborough Brooks 11,Slow increasing,Lower Greensand,Southern,heterogeneous trends,heterogeneous trends,204.7,176.4531244,1001,0.960255426
2710,Dean Farm,Slow increasing,Lower Greensand,South West,heterogeneous trends,heterogeneous trends,58.2,55.13114049,101,1.024175469
2711,Clarendon 6,Slow increasing,Chalk,South West,heterogeneous trends,homogeneous trends,139.4,305.3710087,51,0.921569176
2712,Ainstable,Slow increasing,Carboniferous Limestone,North West,heterogeneous trends,heterogeneous trends,15.2,26.90291277,1,1.34244986
2713,Little Wymondley,Slow decreasing,Lower Greensand,Anglian,no station nearby,heterogeneous trends,536.7,1407.96563,251,0.099272018
2714,Chequer Lane,No trend,Chalk,Thames,,,129.3,742.2956432,101,0.515304117
2715,Weaverthorpe Slack,No trend,Corallian Limestone,North East,,,20.4,20.44141934,51,0.557254484
2716,Kemble Wick,No trend,Oolites,Thames,,,92.6,121.8428655,251,0.078644318
2717,Brocklands Farm,No trend,Chalk,Southern,,,74,81.38068514,101,1.174027771
2718,Hilltop,No trend,Triassic Sandstone,Midlands,,,227.5,121.0267404,101,0.469876023
2719,Glentworth,No trend,Oolites,Anglian,,,31.9,31.9,1001,0.293948317
2720,Manchester Street,No trend,Triassic Sandstone,North West,,,9566.8,5310.349441,101,0.268738356
2721,Ray Farm,No trend,Chalk,Thames,,,200.5,1429.896267,251,0.649823126
2722,Hamels Lane,No trend,Chalk,Thames,,,175.8,136.3910812,101,0.357222022
2723,Lechlade Lakeside,No trend,Oolites,Thames,,,141.4,128.394797,251,0.57172082
2724,Meridian,No trend,Triassic Sandstone,Midlands,,,341.1,539.5499485,1001,0.259266883
2725,Kirkham,Slow decreasing,Triassic Sandstone,North West,no station nearby,homogeneous trends,157.7,334.0057497,1,1.054047859
2726,Hassock Copse,No trend,Chalk,Southern,,,85,80.82275272,1,0.808514582
2727,Hall Farf Fen,No trend,Crag,Anglian,,,300.6,219.1195486,1001,0.485073938
2729,Coupland,No trend,Carboniferous Limestone,North West,,,13.6,15.00838296,1,0.523400233
2730,Knighton Eastwood,No trend,Chalk,Southern,,,401.7,517.5629717,251,1.23464739
2731,Preston Candover,No trend,Chalk,Southern,,,61,75.44839403,1,0.945601715
2732,Field Barn Well,No trend,Chalk,Anglian,,,25.2,47.65087999,5001,0.472298894
2733,Wistow Mine,Slow increasing,Triassic Sandstone,North East,heterogeneous trends,homogeneous trends,63.3,196.9122992,501,0.197467264
2734,Brocton Nature Reserve,No trend,Triassic Sandstone,Midlands,,,810.1,405.5662714,251,0.596935221
2735,Eggborough,Sudden upward change,Triassic Sandstone,North East,,,78.7,112.42575,51,0.34262977
2736,Hollow Lane,Sudden upward change,Chalk,Anglian,,,141.4,149.2073078,1001,0.42217725
2738,Lea Hall Pimhill,No trend,Triassic Sandstone,Midlands,,,55,117.3963822,251,0.377958298
2739,The Garden House,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,82.1,94.48330361,5001,0.469234424
2740,Lanham Lane,No trend,Chalk,Southern,,,88.2,85.42680571,1,0.949240511
2741,Littlebourne Court Farm,No trend,Chalk,Southern,,,110.5,331.6391236,1001,0.358540518
2742,Wath Quarry 2,No trend,Corallian Limestone,North East,,,32.4,28.55253245,751,0.395231278
2743,Peak Forest,No trend,Carboniferous Limestone,Midlands,,,54.9,62.20842103,1,1.960695531
2744,Hampstead Norreys,No trend,Chalk,Thames,,,152.2,121.5589942,51,0.602236859
2745,Pagham Farm,No trend,Lower Greensand,Southern,,,75.9,222.2080729,251,0.886712036
2746,Lodge Lane,Slow increasing,Unallocated to aquifers,North West,no station nearby,no station nearby,836,1471.168701,101,0.650831165
2747,Chapel Road,No trend,Oolites,Anglian,,,56.3,108.4489393,1001,0.065867818
2748,Yorton Heath,No trend,Triassic Sandstone,Midlands,,,53.8,68.67492365,251,0.377958298
2749,Larling,No trend,Chalk,Anglian,,,65.6,69.86700716,5001,0.436737325
2750,Old Farm House,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,91,115.6088425,1001,0.880729294
2751,Pit King Farm,No trend,Chalk,Thames,,,48.8,285.5830405,51,0.092390647
2752,Wingham Road,No trend,Chalk,Southern,,,110.5,124.9018948,1001,0.320235672
2753,Shotesham,No trend,Chalk,Anglian,,,141.4,146.1564134,1001,0.42217725
2754,Slindon Gumber Hill,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,78.8,81.72543941,1001,1.13495227
2755,Bossingham Schoolhouse,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,74.2,100.9267507,1001,0.494629631
2756,Keddington,No trend,Chalk,Anglian,,,20.3,257.2067927,1001,0.362700627
2757,EMRS 17,No trend,Lower Greensand,Southern,,,994.9,1065.741237,251,0.50293201
2758,Sandpool Lane,Slow increasing,Triassic Sandstone,Thames,no station nearby,heterogeneous trends,71.6,110.0786535,251,0.857111762
2759,Carlton Lake Drift,No trend,Triassic Sandstone,North East,,,113.1,130.6233245,251,0.041024123
2760,Threekingham,No trend,Oolites,Anglian,,,43.2,49.12925147,751,0.238841475
2761,Wigmore,Sudden upward change,Chalk,Southern,,,1970.2,1512.980572,251,0.616355951
2762,Brighton St Peters,Slow decreasing,Chalk,Southern,heterogeneous trends,homogeneous trends,7775.5,4390.2259,1,0
2763,Park Lane Welford,No trend,Chalk,Thames,,,48.8,54.3569109,51,0.074735486
2764,Holly House High Street,No trend,Chalk,Anglian,,,111.4,131.6322588,1001,0.505233116
2765,Nottingham University,No trend,Triassic Sandstone,Midlands,,,2906.8,3672.349987,1001,0.210262258
2766,Hut Covert,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,51.1,63.67038273,5001,0.326660146
2767,Lodge Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,128.1,221.8274622,5001,0.297768507
2768,Maplestead,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,42.1,195.2122356,1001,0.161444265
2769,Occold Hill,No trend,Crag,Anglian,,,69.6,66.10061911,1001,0.240286161
2771,Chillerton Down,Slow decreasing,Chalk,Southern,homogeneous trends,homogeneous trends,75.9,99.44302986,251,0.852038897
2772,Prestwood,No trend,Chalk,Thames,,,510.7,320.7751155,51,0.86555642
2773,St Agnes Well,Slow increasing,Chalk,Thames,homogeneous trends,homogeneous trends,1983.7,11068.95012,251,0.154048779
2774,Luton,No trend,Chalk,Thames,,,223.9,1319.323108,101,0.554268859
2775,Gowdall Road Bridge,Slow decreasing,Triassic Sandstone,North East,homogeneous trends,homogeneous trends,148.9,110.1894166,251,0.176187333
2776,Shripney,No trend,Chalk,Southern,,,1391.3,1210.379307,1001,0.089022932
2777,Lertoll Well,No trend,Oolites,Thames,,,116.2,96.67961064,51,0.261986672
2778,Newton Down Farm,No trend,Chalk,Southern,,,47.4,70.91104268,1,0.850032534
2779,Charlton,No trend,Lower Greensand,Thames,,,5305.9,8079.674249,251,0.456014436
2780,Little Cressingham,Slow decreasing,Chalk,Anglian,no station nearby,heterogeneous trends,25.2,77.38742263,5001,0.433545818
2781,Northampton,No trend,Triassic Sandstone,Midlands,,,159,126.4423673,1001,0.47487867
2782,Castle Farm Arkendale,No trend,Magnesian Limestone,North East,,,104.9,216.0810933,251,0.404916811
2783,Chowley Oak,Slow increasing,Triassic Sandstone,North West,homogeneous trends,homogeneous trends,56.7,64.4354436,1,0.329713164
2784,Glebe Farm Chitterne,No trend,Chalk,South West,,,28,36.8216936,51,1.028431498
2785,Grimsthorpe Park,Slow decreasing,Oolites,Anglian,no station nearby,homogeneous trends,47.1,152.6211855,101,0.30056239
2786,Ivy Cottage Great Sankey,Slow increasing,Permian Sandstone,North West,homogeneous trends,homogeneous trends,1953.1,1526.397897,101,0.510418603
2787,Starveall,No trend,Chalk,South West,,,28,37.89189719,51,0.890317448
2788,Ranscombe Farm,No trend,Chalk,Southern,,,88.2,102.3835968,1,1.071994151
2789,Rectory Road,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,296.8,571.1099519,1001,0.316084511
2790,Heathcote,No trend,Permian Sandstone,Midlands,,,70.1,81.00242788,1001,0.393760417
2791,Maypole,Slow decreasing,Chalk,Southern,no station nearby,homogeneous trends,267.2,800.2423306,1,0.699880485
2792,Fairwarp,Slow increasing,Corallian Limestone,Southern,no station nearby,heterogeneous trends,67.5,149.0512852,1,1.069848417
2793,Penniment Farm,Slow decreasing,Magnesian Limestone,Midlands,homogeneous trends,homogeneous trends,399.4,1462.371533,2501,0.776137577
2794,Middle Ord,Sudden downward change,Unallocated to aquifers,North East,,,33,156.7595157,1,0.379009686
2795,Welches Farm,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,82.6,544.7320371,101,0.552215801
2796,Upper Campsfield Farm,No trend,Oolites,Thames,,,94,277.245991,51,0.436190393
2797,Wilford Court Farm,No trend,Chalk,Southern,,,90.7,583.6990597,251,0.286568114
2798,Redlands Hall,Slow decreasing,Chalk,Anglian,homogeneous trends,homogeneous trends,81.2,113.705981,5001,0.352659059
2799,Chillingham Farm,No trend,Chalk,Southern,,,85,85.71508831,1,0.762808034
2800,Montgomerys Farm,No trend,Chalk,Thames,,,374.8,299.4993064,251,0.867031801
2802,Riby Crossroads,No trend,Chalk,Anglian,,,43.5,134.7245144,1001,0.337775049
2803,Anthonys Cross,Slow increasing,Triassic Sandstone,Midlands,no station nearby,homogeneous trends,63.4,108.2860664,101,0.224879758
2804,Drock Piece,Slow decreasing,Chalk,Thames,no station nearby,homogeneous trends,36.5,71.37004835,51,0.876147206
2805,Halewood,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,510.9,1551.490395,101,0.501009483
2806,Withern Wood South,No trend,Chalk,Anglian,,,46.6,47.64759838,751,0.255554259
2809,West End Cottage,No trend,Lower Greensand,South West,,,71.9,228.475933,51,0.08089347
2810,Charity Farm,No trend,Unallocated to aquifers,Midlands,,,212,351.0443287,501,0.322795063
2811,Braimber Lane,No trend,Triassic Sandstone,North East,,,104.9,93.37524337,251,0.547115205
2812,Houghton Common,No trend,Chalk,Anglian,,,86.3,83.45251716,5001,0.322939274
2813,Brink Hill,Slow decreasing,Chalk,Anglian,no station nearby,homogeneous trends,56.3,57.85904495,1001,0.470193802
2814,BAE Systems,Slow increasing,Unallocated to aquifers,North West,no station nearby,no station nearby,2261.6,1321.023325,1,0.843937913
2815,Robins Lodge,No trend,Chalk,Anglian,,,25.2,29.3689938,5001,0.454068638
2816,Chishill Street,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,154,121.716098,5001,0.074046518
2817,Moor Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,26.5,52.46813065,1001,0.447618788
2818,Frith Cottage,No trend,Lower Greensand,Thames,,,93.5,191.0763459,501,0.093996645
2819,Whitegates,No trend,Permian Sandstone,Midlands,,,70.1,74.43240358,1001,0.543409557
2820,Walshford Limestone,No trend,Triassic Sandstone,North East,,,55.3,128.9726783,251,0.435094037
2821,Well House Inn,No trend,Lower Greensand,Thames,,,484.9,1010.270804,101,0.856924607
2822,Woodside Quendon,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,212.4,136.3548635,5001,0.400653878
2823,Sezincote,No trend,Oolites,Thames,,,94.3,85.41290368,51,0.901920868
2824,Pound Farm,Slow decreasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,91.7,848.9247753,251,0.393300585
2825,Heighington Station,Slow increasing,Magnesian Limestone,North East,heterogeneous trends,heterogeneous trends,705,432.2963748,251,0.339060273
2826,Foxley 2,No trend,Oolites,South West,,,70.8,86.66520295,51,0.088924603
2827,Shanklin County Ground,No trend,Lower Greensand,Southern,,,1407.7,532.6752652,251,1.072934849
2828,Snoddington Down,No trend,Chalk,Southern,,,84.9,178.3360488,1,0.855638236
2829,Turnpike Farm,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,223.9,1918.126816,101,0.78105913
2830,High Street Farm,No trend,Chalk,Thames,,,48.8,81.27339602,51,0.61812147
2831,Bircham Tofts,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,26.5,38.38562697,1001,0.423927144
2832,Kenley Reach Thearne,No trend,Chalk,North East,,,240.6,1117.099848,51,0.262873786
2833,Kilham,No trend,Chalk,North East,,,30,45.3700896,51,0.612893039
2834,Spring Farm,Slow increasing,Triassic Sandstone,Midlands,no station nearby,heterogeneous trends,728.6,246.5936981,1001,0.097093256
2835,Winwick Park,Slow decreasing,Permian Sandstone,North West,homogeneous trends,homogeneous trends,338.4,1714.479647,101,0.508224453
2836,Bishops Offley,No trend,Unallocated to aquifers,Midlands,,,71.6,71.90571836,251,0.539972658
2837,Calvesleys Farm,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,152.2,138.2289516,51,0.643809648
2838,Brougham,No trend,Permian Sandstone,North West,,,22.2,193.0478628,1,1.417279154
2839,Barton Hall,Slow decreasing,Triassic Sandstone,North West,heterogeneous trends,homogeneous trends,257.1,677.8413509,1,0.913390508
2840,Tower Hills,No trend,Chalk,Anglian,,,69.6,63.73546883,1001,0.502465671
2841,Bank House,No trend,Unallocated to aquifers,Midlands,,,55,55.15314381,1001,0.683267009
2842,Bank House,No trend,Permian Sandstone,Midlands,,,55,55.29266244,251,0.683267009
2843,Waters Upton,No trend,Permian Sandstone,Midlands,,,67.6,84.26217313,1001,0.289179082
2844,Shipstones Brewery,Slow increasing,Magnesian Limestone,Midlands,heterogeneous trends,heterogeneous trends,11595.3,4201.642079,1001,0.378949691
2845,Saxon Down,Slow decreasing,Chalk,Southern,no station nearby,homogeneous trends,88.4,292.2471213,1,1.138532666
2846,Long Meadow,Slow decreasing,Lower Greensand,Anglian,heterogeneous trends,heterogeneous trends,56.4,261.2167862,5001,0.316997392
2847,Spelsbury,No trend,Oolites,Thames,,,52.9,81.7411386,51,0.470574722
2848,Leiston,No trend,Crag,Anglian,,,232.3,190.9984502,2501,0.408652739
2849,Loath Hill,Slow decreasing,Triassic Sandstone,Midlands,homogeneous trends,homogeneous trends,87.7,186.6347361,1001,0.150471569
2851,North Wraxall,Slow increasing,Carboniferous Limestone,South West,heterogeneous trends,heterogeneous trends,63.8,88.02241408,51,0.874821396
2853,Oakhill 1,No trend,Carboniferous Limestone,South West,,,59.7,110.2023159,51,1.239859433
2854,Undergreen Hill,No trend,Unallocated to aquifers,North East,,,33,33,1,0.154979816
2855,Field Farm,No trend,Chalk,Anglian,,,114.5,124.5462155,5001,0.08809927
2857,Idsworth Farm,No trend,Chalk,Southern,,,389.6,214.1419787,101,1.120400917
2859,Watersend,Slow increasing,Chalk,Southern,heterogeneous trends,homogeneous trends,577.7,453.3705338,1001,0.959753107
2860,Whitehouse,No trend,Chalk,Thames,,,152.2,477.3634841,51,0.098836815
2861,Church Road Little Thurlow,No trend,Lower Greensand,Anglian,,,75.3,123.6043751,1001,0.088557112
2862,Long Plantation Rushford,No trend,Chalk,Anglian,,,56.4,62.72956647,5001,0.275141731
2863,London Fields,Slow increasing,Chalk,Thames,heterogeneous trends,homogeneous trends,14100.1,12505.80139,101,0.135310439
2864,Hay Farm,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,46.9,226.3448323,101,0.48978645
2865,Musseldean Copse,No trend,Chalk,South West,,,28,35.83764903,51,1.153154019
2866,Heath Barn,Sudden downward change,Unallocated to aquifers,Midlands,,,169.3,569.5466853,1001,0.437646396
2867,Lund Village Green,No trend,Chalk,North East,,,52,48.00311052,51,0.539549629
2868,Hollycroft Drift,No trend,Chalk,North East,,,240.6,712.9858516,51,0.389033079
2869,Aycliffe 2,Slow increasing,Carboniferous Limestone,North East,no station nearby,heterogeneous trends,3776.1,542.82222,251,0.357101155
2870,Yendacott Manor,Slow increasing,Unallocated to aquifers,South West,no station nearby,no station nearby,40.6,64.62541652,51,0.862878074
2871,Cosford,No trend,Triassic Sandstone,Midlands,,,172.4,191.7359155,1001,0.355439221
2872,Old Road,No trend,Chalk,Thames,,,447.7,580.0918687,101,0.828389979
2873,Great Wollascott,No trend,Permian Sandstone,Midlands,,,55,318.7377795,251,0.349756078
2874,Tollgate Farm,No trend,Chalk,Anglian,,,65.6,74.09006534,5001,0.331039656
2875,Home Farm Rushyford,Sudden upward change,Unallocated to aquifers,North East,,,394.2,648.0508436,251,0.357955305
2876,Stanton Hill,No trend,Carboniferous Limestone,Midlands,,,399.4,1135.263854,2501,0.575221164
2877,Lower Pond Street,Slow decreasing,Lower Greensand,Anglian,no station nearby,heterogeneous trends,81.2,94.44864796,5001,0.403869836
2878,College Farm Duxford,No trend,Chalk,Anglian,,,109,136.1084292,5001,0.066227257
2879,Ballingdon Farm,Slow decreasing,Chalk,Thames,homogeneous trends,homogeneous trends,116.2,165.0103044,101,0.680727396
2880,Mantles Farm,No trend,Lower Greensand,Southern,,,98.7,704.1622614,251,0.532429828
2881,Brinkley Road,Slow increasing,Chalk,Anglian,homogeneous trends,homogeneous trends,76.5,76.63346745,1001,0.079024482
2882,Heath Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,86.3,114.5164589,5001,0.566504269
2883,Church Street,No trend,Crag,Anglian,,,139,152.7061991,2501,0.431547664
2884,Churncote,Slow increasing,Unallocated to aquifers,Midlands,no station nearby,no station nearby,55,372.60473,251,0.376647811
2885,Shropham,No trend,Chalk,Anglian,,,65.6,82.34702031,5001,0.402159884
2886,Stockers Farm,No trend,Triassic Sandstone,South West,,,80.5,200.2690538,51,0.134694465
2888,Roudham Hall,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,56.70624721,5001,0.385200151
2889,Eccleston,No trend,Triassic Sandstone,North West,,,269.4,517.2882067,1,1.172220706
2890,Bopeep,Slow increasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,115.7,225.6104583,1,0.959837755
2891,Via Gellia,Slow increasing,Carboniferous Limestone,Midlands,heterogeneous trends,heterogeneous trends,42.7,151.5401435,1,1.583157516
2892,Chappel Viaduct,Slow increasing,Chalk,Anglian,heterogeneous trends,homogeneous trends,180.4,203.8023637,1001,0.430029061
2893,Withington,No trend,Unallocated to aquifers,Midlands,,,114.3,96.3269103,1001,0.336989155
2894,Bedingfield Road,No trend,Lower Greensand,Anglian,,,49.9,59.04364076,2501,0.298507608
2895,Grinshill,No trend,Triassic Sandstone,Midlands,,,56.6,58.81657547,251,0.339342783
2896,Oughtrington Lane,Sudden upward change,Triassic Sandstone,North West,,,751.1,417.864593,101,0.287124889
2897,Badlingham,No trend,Chalk,Anglian,,,92.5,100.6439633,5001,0.246997321
2898,Richard Fairclough House,Slow increasing,Triassic Sandstone,North West,heterogeneous trends,heterogeneous trends,3914.8,1844.79715,101,0.073583247
2900,Leziate Drove Grimston,No trend,Oolites,Anglian,,,56.3,158.036265,1001,0.065867818
2901,Rauceby Station,No trend,Oolites,Anglian,,,43.2,264.8984142,751,0.358570077
2902,Lund Wold House,No trend,Chalk,North East,,,52,51.02314947,51,0.565796075
2904,Bushy Ruff,No trend,Chalk,Southern,,,210.7,562.5617761,1001,0.959753107
2905,Offley Hill,Slow decreasing,Lower Greensand,Anglian,no station nearby,homogeneous trends,91.7,399.7767852,251,0.436033358
2906,Hatchet Plantation,Slow decreasing,Chalk,Anglian,heterogeneous trends,heterogeneous trends,51.1,57.306321,5001,0.198431564
2907,Tattershall 2,Slow increasing,Oolites,Anglian,heterogeneous trends,heterogeneous trends,219.8,150.6594519,751,0.093164072
2908,Wades Hall,No trend,Chalk,Thames,,,212.4,199.3543115,101,0.112624403
2909,Bings Heath,No trend,Permian Sandstone,Midlands,,,114.3,240.9937353,1001,0.400022666
2910,Little Willingford,No trend,Corallian Limestone,Southern,,,62.7,81.94240931,501,0.113733266
2911,Welton le Wold,No trend,Chalk,Anglian,,,20.3,28.24983707,751,0.559457879
2912,Paddock Bridge,Slow decreasing,Triassic Sandstone,Midlands,heterogeneous trends,heterogeneous trends,76,156.6615021,1001,0.597586043
2913,Woodside Vernham Dean,Slow increasing,Chalk,Southern,homogeneous trends,homogeneous trends,100.7,66.88233318,1,1.018749856
2914,Nurton Hill Farm,No trend,Triassic Sandstone,Midlands,,,352.5,397.1428004,1001,0.361139941
2915,Swayfield,No trend,Oolites,Anglian,,,47.1,50.64181696,101,0.332686478
2916,Bugmore Hill,No trend,Chalk,Southern,,,61,79.24602708,1,0.937845055
2917,Whiteways Farm,Sudden upward change,Lower Greensand,Thames,,,1258.1,1119.694623,251,0.599423784
2918,Bridge Camp Site,No trend,Oolites,Thames,,,268.3,117.0308351,251,0.503786529
2919,Valley Farm Helhoughton,No trend,Chalk,Anglian,,,42,39.61988717,1001,0.248614547
2922,Willow Farm,Sudden upward change,Chalk,Anglian,,,174,147.8405665,5001,0.392008879
2923,Little Buckholt Cottage,Slow decreasing,Chalk,Southern,heterogeneous trends,heterogeneous trends,45,61.77826131,1,0.805274918
2924,Spy Law,No trend,Fell Sandstone& Border Group,North East,,,44.1,92.58552851,1,0.59304181
2925,Chatham Plantation,No trend,Chalk,Anglian,,,26.5,28.96904729,5001,0.43318004
2926,Woodsend,Slow decreasing,Chalk,Thames,heterogeneous trends,heterogeneous trends,36.5,71.12700285,51,0.913837071
2927,Tile Barn Farm,No trend,Chalk,Thames,,,61,126.6744003,251,0.935536821
2928,Scaleby,No trend,Triassic Sandstone,North West,,,42.3,34.04066656,1,0.810249523
2929,Merstone New Barn,Slow increasing,Lower Greensand,Southern,homogeneous trends,homogeneous trends,376.6,301.488842,251,0.876595869
2930,Yatton Keynell Manor,No trend,Oolites,South West,,,63.8,196.5176042,51,0.113506178
2931,Chawley Road,Slow decreasing,Chalk,Thames,heterogeneous trends,homogeneous trends,74.8,795.594539,51,0.887867587
2932,Lower Field Farm,Slow increasing,Oolites,Thames,heterogeneous trends,homogeneous trends,31.2,88.46607711,51,0.734223042
2933,The Green Mellis,No trend,Crag,Anglian,,,77.1,78.52951532,1001,0.257644922
2934,Rushgreen,No trend,Crag,Anglian,,,77.1,82.0353085,1001,0.173348796
2935,Heighton Blackcap Farm 1,No trend,Chalk,Southern,,,88.4,355.3764702,1,0.884886206
